capital_sociallicitacoes,atividade_principal_code,tipo,situacao,natureza_juridica,participacoes,vitorias,class
300000,41.20-4-00,MATRIZ,ATIVA,206-2,7,3,NAO
40000,32.50-7-06,MATRIZ,ATIVA,213-5,6,3,NAO
10000,69.20-6-01,MATRIZ,ATIVA,213-5,5,5,NAO
120000,85.50-3-02,MATRIZ,ATIVA,213-5,10,6,NAO
1000000,86.40-2-05,MATRIZ,ATIVA,206-2,11,11,NAO
500000,41.20-4-00,MATRIZ,ATIVA,230-5,6,6,NAO
60000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,3,1,NAO
10000,82.11-3-00,MATRIZ,ATIVA,213-5,3,3,NAO
110000,47.44-0-99,MATRIZ,ATIVA,230-5,14,15,NAO
50000,47.61-0-03,MATRIZ,ATIVA,213-5,4,3,NAO
1000,47.24-5-00,MATRIZ,ATIVA,213-5,3,3,NAO
15000,33.14-7-02,MATRIZ,ATIVA,213-5,2,2,NAO
10000,45.20-0-01,MATRIZ,ATIVA,213-5,3,3,NAO
5000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
67100,69.20-6-01,MATRIZ,ATIVA,213-5,2,2,NAO
200000,58.29-8-00,MATRIZ,ATIVA,213-5,57,24,NAO
50000,61.90-6-01,MATRIZ,ATIVA,213-5,8,8,NAO
10000,56.11-2-02,MATRIZ,ATIVA,213-5,2,2,NAO
50000,18.13-0-99,MATRIZ,ATIVA,213-5,2,1,NAO
40000,90.01-9-06,MATRIZ,ATIVA,213-5,2,2,NAO
3500,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,2,3,NAO
300000,46.44-3-01,MATRIZ,ATIVA,213-5,3,3,NAO
300000,41.20-4-00,MATRIZ,ATIVA,206-2,3,1,NAO
10000,77.39-0-03,MATRIZ,ATIVA,213-5,3,1,NAO
20000,45.30-7-03,MATRIZ,ATIVA,213-5,3,3,NAO
80000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,33.14-7-02,MATRIZ,ATIVA,213-5,4,4,NAO
800000,41.20-4-00,MATRIZ,ATIVA,230-5,16,4,NAO
500000,41.20-4-00,MATRIZ,ATIVA,230-5,12,6,NAO
15000,47.89-0-99,MATRIZ,ATIVA,213-5,3,3,NAO
50000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
80000,90.01-9-02,MATRIZ,ATIVA,230-5,2,1,NAO
10000,47.63-6-02,MATRIZ,ATIVA,213-5,2,2,NAO
90000,47.31-8-00,MATRIZ,ATIVA,213-5,6,6,NAO
2000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
4000,45.20-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,33.14-7-07,MATRIZ,ATIVA,213-5,2,0,NAO
400000,43.99-1-99,MATRIZ,ATIVA,206-2,12,11,SIM
300000,41.20-4-00,MATRIZ,ATIVA,230-5,15,8,NAO
10000,14.12-6-01,MATRIZ,ATIVA,213-5,2,2,NAO
98000,47.31-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,10.91-1-02,MATRIZ,ATIVA,213-5,6,6,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,2,1,NAO
1300000,41.20-4-00,MATRIZ,ATIVA,230-5,6,0,NAO
200000,47.89-0-08,MATRIZ,ATIVA,230-5,3,2,NAO
50000,47.12-1-00,MATRIZ,ATIVA,213-5,36,27,NAO
30000,47.61-0-03,MATRIZ,ATIVA,213-5,111,97,NAO
100000,47.54-7-01,MATRIZ,ATIVA,213-5,3,3,NAO
25000,33.12-1-02,MATRIZ,ATIVA,206-2,4,4,NAO
50000,47.89-0-07,MATRIZ,ATIVA,206-2,3,2,NAO
6000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
70000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
10000,56.11-2-03,MATRIZ,ATIVA,213-5,3,3,NAO
95000,47.31-8-00,MATRIZ,ATIVA,206-2,5,5,NAO
500,43.99-1-03,MATRIZ,ATIVA,213-5,3,3,NAO
150000,46.32-0-03,MATRIZ,ATIVA,206-2,63,61,NAO
20000,47.43-1-00,MATRIZ,ATIVA,213-5,2,1,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,230-5,6,2,NAO
6000,56.11-2-01,MATRIZ,ATIVA,213-5,5,4,NAO
200000,47.29-6-99,MATRIZ,ATIVA,206-2,5,0,NAO
200000,46.39-7-01,MATRIZ,ATIVA,213-5,3,0,NAO
4000,14.12-6-02,MATRIZ,ATIVA,213-5,3,2,NAO
2000,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
6000,47.61-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
30000,77.21-7-00,MATRIZ,ATIVA,213-5,8,8,NAO
2000000,41.20-4-00,MATRIZ,ATIVA,230-5,3,2,NAO
15000,82.11-3-00,MATRIZ,ATIVA,213-5,37,36,NAO
50000,96.03-3-04,MATRIZ,ATIVA,213-5,12,12,NAO
2000,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
30000,32.50-7-06,MATRIZ,ATIVA,213-5,3,2,NAO
80000,45.30-7-05,MATRIZ,ATIVA,206-2,8,8,NAO
40000,47.12-1-00,MATRIZ,ATIVA,206-2,5,5,NAO
40000,47.51-2-01,MATRIZ,ATIVA,206-2,10,9,NAO
67800,47.56-3-00,MATRIZ,ATIVA,230-5,3,3,NAO
250000,47.12-1-00,MATRIZ,ATIVA,213-5,5,6,NAO
2000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,8,7,NAO
67800,47.61-0-03,MATRIZ,ATIVA,230-5,27,25,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,2,0,NAO
100000,46.32-0-03,MATRIZ,ATIVA,206-2,70,51,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.31-8-00,MATRIZ,ATIVA,206-2,3,2,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,4,2,NAO
100000,47.51-2-01,MATRIZ,ATIVA,230-5,32,32,NAO
20000,77.39-0-03,MATRIZ,ATIVA,213-5,30,24,NAO
5000,47.89-0-99,MATRIZ,ATIVA,213-5,10,6,NAO
30000,47.24-5-00,MATRIZ,ATIVA,206-2,5,5,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
50000,86.50-0-99,MATRIZ,ATIVA,206-2,3,3,NAO
20000,32.50-7-06,MATRIZ,ATIVA,206-2,3,2,NAO
30000,47.29-6-99,MATRIZ,ATIVA,213-5,8,8,NAO
60000,47.71-7-01,MATRIZ,ATIVA,213-5,2,2,NAO
3000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
15000,86.30-5-03,MATRIZ,ATIVA,224-0,2,3,NAO
3000,85.99-6-04,MATRIZ,ATIVA,213-5,7,5,NAO
100000,23.30-3-01,MATRIZ,ATIVA,206-2,4,3,NAO
1000,43.99-1-03,MATRIZ,ATIVA,213-5,2,2,NAO
15000,18.13-0-01,MATRIZ,ATIVA,213-5,3,2,NAO
20000,47.89-0-06,MATRIZ,ATIVA,213-5,9,9,NAO
1000000,77.11-0-00,MATRIZ,ATIVA,206-2,6,4,NAO
100000,49.30-2-02,MATRIZ,ATIVA,213-5,6,6,NAO
100000,11.21-6-00,MATRIZ,ATIVA,206-2,4,4,NAO
8156000,21.23-8-00,MATRIZ,ATIVA,206-2,3,1,NAO
190000,18.13-0-01,MATRIZ,ATIVA,206-2,34,25,NAO
170000,49.23-0-02,MATRIZ,ATIVA,206-2,3,1,NAO
5000,45.30-7-03,MATRIZ,ATIVA,213-5,3,3,NAO
5000,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,16,11,NAO
100000,86.60-7-00,MATRIZ,ATIVA,230-5,6,6,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
24000,82.11-3-00,MATRIZ,ATIVA,213-5,7,6,NAO
100000,46.34-6-01,MATRIZ,ATIVA,206-2,24,13,NAO
10000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
98000,47.29-6-99,MATRIZ,ATIVA,213-5,3,0,NAO
1,82.19-9-99,MATRIZ,ATIVA,213-5,3,3,NAO
200000,47.24-5-00,MATRIZ,ATIVA,206-2,12,11,NAO
2000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.29-6-99,MATRIZ,ATIVA,213-5,54,20,NAO
500,73.19-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.12-1-00,MATRIZ,ATIVA,213-5,6,6,NAO
50000,18.13-0-01,MATRIZ,ATIVA,213-5,5,4,NAO
2500,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,86.30-5-01,MATRIZ,ATIVA,206-2,2,2,NAO
2000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
2000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
2500,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,SIM
1500,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
1500,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,85.92-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
10000,45.20-0-05,MATRIZ,ATIVA,213-5,2,2,NAO
18000,69.11-7-01,MATRIZ,ATIVA,223-2,2,0,NAO
20000,49.29-9-02,MATRIZ,ATIVA,213-5,2,2,NAO
300000,41.20-4-00,MATRIZ,ATIVA,230-5,8,8,NAO
1500,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,85.92-9-03,MATRIZ,ATIVA,213-5,2,2,NAO
60000,46.39-7-01,MATRIZ,ATIVA,206-2,30,24,NAO
300000,47.31-8-00,MATRIZ,ATIVA,206-2,5,5,NAO
2000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
2000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
50000,82.30-0-01,MATRIZ,ATIVA,213-5,2,1,NAO
2000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
3000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
2000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,SIM
110000,49.23-0-02,MATRIZ,ATIVA,206-2,7,1,NAO
2000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,SIM
100000,47.12-1-00,MATRIZ,ATIVA,206-2,2,2,NAO
2000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
4000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
4000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,41.20-4-00,MATRIZ,ATIVA,206-2,2,1,NAO
15000,82.11-3-00,MATRIZ,ATIVA,213-5,8,7,NAO
25000,69.20-6-01,MATRIZ,ATIVA,213-5,8,9,NAO
20000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
1,53.20-2-02,MATRIZ,ATIVA,213-5,2,2,NAO
60000,47.32-6-00,MATRIZ,ATIVA,213-5,4,6,NAO
70000,47.31-8-00,MATRIZ,ATIVA,206-2,6,7,NAO
50000,47.73-3-00,MATRIZ,ATIVA,206-2,10,10,NAO
100000,46.39-7-01,MATRIZ,ATIVA,230-5,15,6,NAO
20000,47.89-0-06,MATRIZ,ATIVA,213-5,3,3,NAO
1000,82.19-9-99,MATRIZ,ATIVA,213-5,3,2,NAO
12000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
7000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
25000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
1,53.20-2-02,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
17000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.61-0-03,MATRIZ,ATIVA,230-5,50,39,NAO
80000,47.12-1-00,MATRIZ,ATIVA,213-5,3,2,NAO
1000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
110000,81.21-4-00,MATRIZ,ATIVA,230-5,22,13,NAO
5000,47.21-1-02,MATRIZ,ATIVA,213-5,3,3,NAO
5000,47.21-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.53-9-00,MATRIZ,ATIVA,206-2,23,21,NAO
2500,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
400000,47.31-8-00,MATRIZ,ATIVA,206-2,2,2,NAO
10000,47.84-9-00,MATRIZ,ATIVA,213-5,7,7,NAO
50000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
100000,77.39-0-99,MATRIZ,ATIVA,230-5,7,7,NAO
10000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
2000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
15000,49.30-2-04,MATRIZ,ATIVA,213-5,2,2,NAO
10000,25.42-0-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,82.19-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
1,49.29-9-01,MATRIZ,ATIVA,213-5,3,3,NAO
20000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
2000,56.11-2-03,MATRIZ,ATIVA,213-5,2,2,SIM
20000,82.19-9-99,MATRIZ,ATIVA,213-5,2,1,NAO
50000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
15000,49.23-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,16.29-3-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,32.50-7-06,MATRIZ,ATIVA,224-0,3,4,NAO
100,49.23-0-01,MATRIZ,ATIVA,213-5,2,1,NAO
100,49.23-0-01,MATRIZ,ATIVA,213-5,2,1,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
5000,18.13-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
250000,41.20-4-00,MATRIZ,ATIVA,206-2,7,3,NAO
10000,49.30-2-04,MATRIZ,ATIVA,213-5,2,2,NAO
10000,90.01-9-06,MATRIZ,ATIVA,213-5,3,3,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
72400,86.40-2-02,MATRIZ,ATIVA,230-5,3,1,NAO
3000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
2000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
25000,56.11-2-03,MATRIZ,ATIVA,213-5,3,2,NAO
20000,49.30-2-01,MATRIZ,ATIVA,213-5,2,0,SIM
1000,90.01-9-02,MATRIZ,ATIVA,213-5,2,2,NAO
1000,81.30-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
30000,47.29-6-99,MATRIZ,ATIVA,213-5,5,5,NAO
50000,45.41-2-05,MATRIZ,ATIVA,213-5,4,4,NAO
5000,47.22-9-01,MATRIZ,ATIVA,213-5,5,5,NAO
50000,46.93-1-00,MATRIZ,ATIVA,206-2,14,9,NAO
15000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,1,NAO
150000,77.11-0-00,MATRIZ,ATIVA,230-5,4,3,NAO
50000,33.14-7-12,MATRIZ,ATIVA,213-5,6,3,NAO
3000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
15000,56.11-2-01,MATRIZ,ATIVA,213-5,6,5,NAO
30000,47.84-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
15000,00.00-0-00,MATRIZ,BAIXADA,213-5,3,3,NAO
20000,47.24-5-00,MATRIZ,ATIVA,213-5,3,3,NAO
30000,47.22-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
15000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
10000,82.11-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
15000,49.24-8-00,MATRIZ,ATIVA,213-5,2,1,NAO
40000,47.24-5-00,MATRIZ,ATIVA,206-2,4,4,NAO
75000,46.42-7-02,MATRIZ,ATIVA,230-5,94,80,NAO
650000,41.20-4-00,MATRIZ,ATIVA,206-2,4,2,NAO
80000,87.20-4-01,MATRIZ,ATIVA,230-5,9,9,NAO
10000,47.24-5-00,MATRIZ,ATIVA,213-5,2,1,NAO
5000000,45.11-1-01,MATRIZ,ATIVA,206-2,8,3,NAO
800000,41.20-4-00,MATRIZ,ATIVA,230-5,18,9,NAO
4500,77.39-0-02,MATRIZ,ATIVA,213-5,2,2,NAO
45000,47.61-0-03,MATRIZ,ATIVA,206-2,4,4,NAO
100000,86.40-2-02,MATRIZ,ATIVA,206-2,7,6,NAO
15000,49.29-9-01,MATRIZ,ATIVA,213-5,2,1,NAO
150000,47.29-6-99,MATRIZ,ATIVA,213-5,7,1,NAO
400000,46.79-6-99,MATRIZ,ATIVA,206-2,10,8,NAO
50000,47.29-6-99,MATRIZ,ATIVA,213-5,2,2,NAO
95000,77.39-0-03,MATRIZ,ATIVA,230-5,27,17,NAO
30000,47.51-2-01,MATRIZ,ATIVA,213-5,8,8,NAO
20000,47.44-0-05,MATRIZ,ATIVA,213-5,139,130,NAO
20000,47.21-1-02,MATRIZ,ATIVA,213-5,2,2,NAO
1,85.99-6-04,MATRIZ,ATIVA,213-5,5,5,NAO
30000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
12000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
300000,47.29-6-99,MATRIZ,ATIVA,213-5,5,1,NAO
10000,55.90-6-99,MATRIZ,ATIVA,213-5,2,2,NAO
10000,45.43-9-00,MATRIZ,ATIVA,213-5,2,2,NAO
100000,47.52-1-00,MATRIZ,ATIVA,230-5,2,2,NAO
50000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
1000,73.19-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
200000,42.99-5-99,MATRIZ,ATIVA,230-5,16,14,NAO
20000,82.11-3-00,MATRIZ,ATIVA,206-2,5,5,NAO
18000,49.29-9-01,MATRIZ,ATIVA,213-5,2,1,NAO
350000,41.20-4-00,MATRIZ,ATIVA,230-5,11,3,NAO
5000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.44-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.43-1-00,MATRIZ,ATIVA,213-5,6,6,NAO
3000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,3,2,NAO
25000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
20000,86.30-5-01,MATRIZ,ATIVA,206-2,6,3,NAO
5000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
20000,86.30-5-01,MATRIZ,ATIVA,206-2,2,1,SIM
5000,25.39-0-01,MATRIZ,ATIVA,213-5,2,2,NAO
9000,56.11-2-01,MATRIZ,ATIVA,213-5,3,3,NAO
93700,47.51-2-01,MATRIZ,ATIVA,230-5,2,2,NAO
50000,47.57-1-00,MATRIZ,ATIVA,213-5,3,2,NAO
5000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
30000,82.11-3-00,MATRIZ,ATIVA,213-5,2,2,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,206-2,7,7,NAO
4500,47.51-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
1000,18.22-9-01,MATRIZ,ATIVA,213-5,3,0,NAO
75000,45.20-0-01,MATRIZ,ATIVA,230-5,2,2,NAO
450000,46.44-3-01,MATRIZ,ATIVA,206-2,42,39,NAO
700000,41.20-4-00,MATRIZ,ATIVA,230-5,24,17,NAO
10000,47.12-1-00,MATRIZ,ATIVA,213-5,2,2,NAO
1000,56.20-1-04,MATRIZ,ATIVA,213-5,2,2,NAO
80000,47.89-0-05,MATRIZ,ATIVA,230-5,2,2,NAO
5000,47.22-9-01,MATRIZ,ATIVA,213-5,3,3,NAO
10000,45.41-2-05,MATRIZ,ATIVA,213-5,2,2,NAO
40000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
5000,77.39-0-03,MATRIZ,ATIVA,213-5,4,2,NAO
3000000,41.20-4-00,MATRIZ,ATIVA,230-5,18,13,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,10,7,NAO
100000,49.24-8-00,MATRIZ,ATIVA,213-5,2,2,NAO
10000,47.84-9-00,MATRIZ,ATIVA,213-5,17,15,NAO
300000,46.47-8-02,MATRIZ,ATIVA,206-2,2,1,NAO
50000,71.12-0-00,MATRIZ,ATIVA,206-2,4,4,NAO
15000,87.12-3-00,MATRIZ,ATIVA,213-5,3,3,NAO
1000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,86.40-2-07,MATRIZ,ATIVA,206-2,4,3,NAO
20000,47.29-6-99,MATRIZ,ATIVA,213-5,92,69,NAO
10000,61.10-8-03,MATRIZ,ATIVA,206-2,2,2,NAO
5000,56.20-1-04,MATRIZ,ATIVA,213-5,3,0,NAO
10000,00.00-0-00,MATRIZ,BAIXADA,213-5,2,2,NAO
5000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,33.12-1-03,MATRIZ,ATIVA,206-2,2,2,NAO
30000,47.61-0-03,MATRIZ,ATIVA,206-2,8,7,NAO
100000,41.20-4-00,MATRIZ,ATIVA,213-5,3,3,NAO
3000,49.29-9-01,MATRIZ,ATIVA,213-5,2,2,NAO
20000,25.12-8-00,MATRIZ,ATIVA,213-5,5,4,NAO
300000,18.22-9-99,MATRIZ,ATIVA,230-5,13,5,NAO
60000,47.23-7-00,MATRIZ,ATIVA,213-5,2,2,NAO
500000,38.12-2-00,MATRIZ,ATIVA,230-5,23,14,NAO
35000,56.20-1-02,MATRIZ,ATIVA,213-5,2,0,NAO
?,93.19-1-01,MATRIZ,ATIVA,399-9,3,2,NAO
72400,86.40-2-05,MATRIZ,ATIVA,230-5,2,1,NAO
200000,46.47-8-01,MATRIZ,ATIVA,230-5,2,0,NAO
500000,41.20-4-00,MATRIZ,ATIVA,230-5,2,1,NAO
80000,47.89-0-99,MATRIZ,ATIVA,213-5,5,5,NAO
2000000,45.11-1-01,MATRIZ,ATIVA,206-2,11,5,NAO
1,82.19-9-99,MATRIZ,ATIVA,213-5,2,2,NAO
50000,32.50-7-06,MATRIZ,ATIVA,206-2,26,15,NAO
20000,86.30-5-03,MATRIZ,ATIVA,224-0,2,2,NAO
20000,47.89-0-07,MATRIZ,ATIVA,213-5,5,4,NAO
300000,47.29-6-99,MATRIZ,ATIVA,230-5,4,2,NAO
10000,77.32-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
200000,47.29-6-99,MATRIZ,ATIVA,213-5,5,0,NAO
200000,16.23-4-00,MATRIZ,ATIVA,230-5,2,1,NAO
60000,56.20-1-01,MATRIZ,ATIVA,213-5,2,3,NAO
600000,41.20-4-00,MATRIZ,ATIVA,230-5,27,21,NAO
5000,33.19-8-00,MATRIZ,ATIVA,213-5,3,1,NAO
5000,49.24-8-00,MATRIZ,ATIVA,213-5,3,3,NAO
50000,41.20-4-00,MATRIZ,ATIVA,206-2,8,8,NAO
50000,46.41-9-01,MATRIZ,ATIVA,206-2,3,3,NAO
300000,46.46-0-01,MATRIZ,ATIVA,206-2,47,44,NAO
72400,69.20-6-01,MATRIZ,ATIVA,230-5,3,3,NAO
500000,47.29-6-99,MATRIZ,ATIVA,213-5,3,0,NAO
130000,41.20-4-00,MATRIZ,ATIVA,206-2,11,11,NAO
300000,47.61-0-03,MATRIZ,ATIVA,213-5,7,0,NAO
100000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
75000,86.30-5-02,MATRIZ,ATIVA,230-5,2,2,NAO
10000,47.44-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
20000,90.01-9-02,MATRIZ,ATIVA,206-2,13,12,NAO
150000,49.29-9-02,MATRIZ,ATIVA,206-2,2,2,NAO
78800,47.61-0-03,MATRIZ,ATIVA,230-5,34,26,NAO
100000,45.20-0-05,MATRIZ,ATIVA,213-5,6,6,NAO
20000,86.30-5-03,MATRIZ,ATIVA,224-0,2,1,NAO
280000,80.11-1-01,MATRIZ,ATIVA,206-2,2,2,NAO
50000,49.30-2-02,MATRIZ,ATIVA,213-5,11,9,SIM
72400,41.20-4-00,MATRIZ,ATIVA,230-5,18,10,NAO
20000,18.13-0-99,MATRIZ,ATIVA,213-5,2,2,NAO
93700,47.89-0-07,MATRIZ,ATIVA,230-5,5,5,NAO
200000,41.20-4-00,MATRIZ,ATIVA,206-2,2,2,NAO
75000,47.51-2-01,MATRIZ,ATIVA,230-5,2,1,NAO
300000,41.20-4-00,MATRIZ,ATIVA,230-5,6,2,NAO
50000,90.01-9-06,MATRIZ,ATIVA,206-2,4,3,NAO
100000,31.01-2-00,MATRIZ,ATIVA,230-5,22,20,NAO
10000,47.89-0-99,MATRIZ,ATIVA,213-5,4,4,NAO
350000,41.20-4-00,MATRIZ,ATIVA,230-5,21,15,NAO
20000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
50000,47.54-7-01,MATRIZ,ATIVA,213-5,129,125,NAO
9000,43.22-3-02,MATRIZ,ATIVA,213-5,2,2,SIM
5000,47.21-1-02,MATRIZ,ATIVA,213-5,3,3,NAO
100000,47.61-0-03,MATRIZ,ATIVA,230-5,2,2,NAO
200000,41.20-4-00,MATRIZ,ATIVA,230-5,11,10,NAO
120000,47.11-3-02,MATRIZ,ATIVA,213-5,7,6,NAO
40000,47.11-3-02,MATRIZ,ATIVA,213-5,2,2,NAO
1000,43.99-1-03,MATRIZ,ATIVA,213-5,4,3,NAO
1000000,41.20-4-00,MATRIZ,ATIVA,230-5,6,3,NAO
5000,86.40-2-99,MATRIZ,ATIVA,206-2,3,3,NAO
100000,47.12-1-00,MATRIZ,ATIVA,213-5,15,5,NAO
8000,14.12-6-01,MATRIZ,ATIVA,213-5,2,0,NAO
72400,77.11-0-00,MATRIZ,ATIVA,230-5,3,3,NAO
20000,32.50-7-06,MATRIZ,ATIVA,213-5,5,3,NAO
3000,56.11-2-01,MATRIZ,ATIVA,213-5,2,2,NAO
